1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,
3615,North Carolina,NC,12,H0NC12082,,William (Doc),Gillenwater,"Gillenwater, William (Doc)",,REP,3656,26.21%,,,,,,,,
3617,North Carolina,NC,12,H0NC12074,,Lon,Cecil,"Cecil, Lon",,LIB,Unopposed,,,,3197,1.97%,,,,
3620,North Carolina,NC,13,H2NC13029,(I),Brad,Miller,"Miller, Brad",,DEM,Unopposed,,,,116103,55.50%,,,,
3621,North Carolina,NC,13,H0NC13015,,William (Bill),Randall,"Randall, William (Bill)",,REP,5738,32.59%,3807,58.91%,93099,44.50%,,,,
3622,North Carolina,NC,13,H0NC13023,,Bernie,Reeves,"Reeves, Bernie",,REP,5603,31.83%,2655,41.09%,,,,,,
3623,North Carolina,NC,13,H0NC13031,,Dan,Huffman,"Huffman, Dan",,REP,4749,26.98%,,,,,,,,
3624,North Carolina,NC,13,H0NC13049,,Frank,Hurley,"Hurley, Frank",,REP,1515,8.61%,,,,,,,,
3648,North Dakota,ND,0,H0ND00135,,Rick,Berg,"Berg, Rick",,REP,54662,89.33%,,,129802,54.74%,,,,
3649,North Dakota,ND,0,H0ND00143,,JD,Donaghe,"Donaghe, JD",,REP,6441,10.53%,,,,,,,,
3650,North Dakota,ND,0,n/a,,,Scattered,Scattered,,W(REP),83,0.14%,,,,,,,,
3651,North Dakota,ND,0,n/a,,Kevin,Cramer,"Cramer, Kevin",,W(REP),2,0.00%,,,,,,,,
3652,North Dakota,ND,0,n/a,,Wes,Argue,"Argue, Wes",,W(REP),1,0.00%,,,,,,,,
3653,North Dakota,ND,0,H2ND00057,,Earl,Pomeroy,"Pomeroy, Earl",,W(REP),1,0.00%,,,,,,,,
3655,North Dakota,ND,0,H2ND00057,(I),Earl,Pomeroy,"Pomeroy, Earl",,DNL,28329,99.74%,,,106542,44.93%,,,,
3656,North Dakota,ND,0,n/a,,,Scattered,Scattered,,W(DNL),75,0.26%,,,,,,,,
3658,North Dakota,ND,0,n/a,,,Scattered,Scattered,,W(LIB),75,73.53%,,,,,,,,
3659,North Dakota,ND,0,n/a,,Paul,Sorum,"Sorum, Paul",,W(LIB),3,2.94%,,,,,,,,
3660,North Dakota,ND,0,H0ND00135,,Rick,Berg,"Berg, Rick",,W(LIB),2,1.96%,,,,,,,,
3661,North Dakota,ND,0,n/a,,Prentice,Kollman,"Kollman, Prentice",,W(LIB),2,1.96%,,,,,,,,
3662,North Dakota,ND,0,n/a,,Wes,Anderson,"Anderson, Wes",,W(LIB),1,0.98%,,,,,,,,
3663,North Dakota,ND,0,n/a,,Terry,Biscke,"Biscke, Terry",,W(LIB),1,0.98%,,,,,,,,
3664,North Dakota,ND,0,n/a,,Carlton,Borden,"Borden, Carlton",,W(LIB),1,0.98%,,,,,,,,
3665,North Dakota,ND,0,n/a,,Charles,Cartier,"Cartier, Charles",,W(LIB),1,0.98%,,,,,,,,
3666,North Dakota,ND,0,n/a,,Jack,Donaghy,"Donaghy, Jack",,W(LIB),1,0.98%,,,,,,,,
3667,North Dakota,ND,0,n/a,,Ron,Falk,"Falk, Ron",,W(LIB),1,0.98%,,,,,,,,
3668,North Dakota,ND,0,n/a,,Ray,Hester,"Hester, Ray",,W(LIB),1,0.98%,,,,,,,,
3669,North Dakota,ND,0,n/a,,John,Hoeven,"Hoeven, John",,W(LIB),1,0.98%,,,,,,,,
3670,North Dakota,ND,0,n/a,,Devin A.,Kasper,"Kasper, Devin A.",,W(LIB),1,0.98%,,,,,,,,
3671,North Dakota,ND,0,n/a,,Craig,Maas,"Maas, Craig",,W(LIB),1,0.98%,,,,,,,,
3672,North Dakota,ND,0,n/a,,Harley,McLain,"McLain, Harley",,W(LIB),1,0.98%,,,,,,,,
3673,North Dakota,ND,0,n/a,,Paul Albert,Nord,"Nord, Paul Albert",,W(LIB),1,0.98%,,,,,,,,
3674,North Dakota,ND,0,n/a,,Gerald,Pausch,"Pausch, Gerald",,W(LIB),1,0.98%,,,,,,,,
3675,North Dakota,ND,0,H2ND00057,,Earl,Pomeroy,"Pomeroy, Earl",,W(LIB),1,0.98%,,,,,,,,
3676,North Dakota,ND,0,n/a,,Duane,Schaeffer,"Schaeffer, Duane",,W(LIB),1,0.98%,,,,,,,,
3677,North Dakota,ND,0,n/a,,David,Sneed,"Sneed, David",,W(LIB),1,0.98%,,,,,,,,
3678,North Dakota,ND,0,n/a,,Vic,Teigen,"Teigen, Vic",,W(LIB),1,0.98%,,,,,,,,
3679,North Dakota,ND,0,n/a,,Zach,Tiggelar,"Tiggelar, Zach",,W(LIB),1,0.98%,,,,,,,,
3680,North Dakota,ND,0,n/a,,Nicholas E.,Wolf,"Wolf, Nicholas E.",,W(LIB),1,0.98%,,,,,,,,
3681,North Dakota,ND,0,n/a,,Erica,Wondrasek,"Wondrasek, Erica",,W(LIB),1,0.98%,,,,,,,,
3683,North Dakota,ND,0,n/a,,,Scattered,Scattered,,W,,,,,793,0.33%,,,,
3701,Northern Mariana Islands,MP,0,H8MP00041,(I),Gregorio Kilili Camacho,Sablan,"Sablan, Gregorio Kilili Camacho",,IND,,,,,4852,42.74%,,,,
3702,Northern Mariana Islands,MP,0,H0MP03018,,Joseph James Norita,Camacho,"Camacho, Joseph James Norita",,COV,,,,,2744,24.17%,,,,
3703,Northern Mariana Islands,MP,0,H0MP00014,,Juan Nekai,Babauta,"Babauta, Juan Nekai",,REP,,,,,2049,18.05%,,,,
3704,Northern Mariana Islands,MP,0,H0MP01012,,Jesus Camacho,Borja,"Borja, Jesus Camacho",,DEM,,,,,1707,15.04%,,,,
3708,Ohio,OH,1,H8OH01043,,Steve,Chabot,"Chabot, Steve",,REP,33544,100.00%,,,103770,51.49%,,,,
3710,Ohio,OH,1,H8OH01068,(I),Steve,Driehaus,"Driehaus, Steve",,DEM,20628,82.95%,,,92672,45.99%,,,,
3711,Ohio,OH,1,H8OH01076,,Eric,Wilson,"Wilson, Eric",,DEM,4241,17.05%,,,,,,,,
3713,Ohio,OH,1,H2OH01020,,Jim,Berns,"Berns, Jim",,LIB,124,57.14%,,,3076,1.53%,,,,
3714,Ohio,OH,1,H0OH01073,,Jared,Croxton,"Croxton, Jared",,LIB,93,42.86%,,,,,,,,
3716,Ohio,OH,1,H0OH01065,,Rich,Stevenson,"Stevenson, Rich",,GRE,46,100.00%,,,2000,0.99%,,,,
3720,Ohio,OH,2,H6OH02086,(I),Jean,Schmidt,"Schmidt, Jean",,REP,36214,61.71%,,,139027,58.45%,,,,
3721,Ohio,OH,2,H0OH02063,,C. Michael,Kilburn,"Kilburn, C. Michael",,REP,13007,22.17%,,,,,,,,
3722,Ohio,OH,2,H0OH02089,,Debbi,Alsfelder,"Alsfelder, Debbi",,REP,5235,8.92%,,,,,,,,
3723,Ohio,OH,2,H0OH02097,,Tim,Martz,"Martz, Tim",,REP,4225,7.20%,,,,,,,,
3725,Ohio,OH,2,H0OH02048,,Surya,Yalamanchili,"Yalamanchili, Surya",,DEM,10342,41.15%,,,82431,34.66%,,,,
3726,Ohio,OH,2,H8OH02090,,David H.,Krikorian,"Krikorian, David H.",,DEM,9388,37.35%,,,,,,,,
3727,Ohio,OH,2,H0OH02071,,Jim,Parker,"Parker, Jim",,DEM,5404,21.50%,,,,,,,,
3729,Ohio,OH,2,H0OH02105,,Marc,Johnston,"Johnston, Marc",,LIB,227,100.00%,,,16259,6.84%,,,,
3731,Ohio,OH,2,H0OH02121,,Randy Lee,Conover,"Conover, Randy Lee",,W,,,,,128,0.05%,,,,
3734,Ohio,OH,3,H2OH03067,(I),Mike,Turner,"Turner, Mike",,REP,50317,85.89%,,,152629,68.11%,,,,
3735,Ohio,OH,3,H0OH03053,,Rene L.,Oberer,"Oberer, Rene L.",,REP,8267,14.11%,,,,,,,,
3737,Ohio,OH,3,H0OH03079,,Joe,Roberts,"Roberts, Joe #",,DEM,#,,,,71455,31.89%,,,"#  Mark MacNealy withdrew after the primary election.  A special primary election was held on July 13, 2010, to select a new nominee.  The results are below.",
3738,Ohio,OH,3,H0OH03061,,Mark A.,MacNealy,"MacNealy, Mark A. #",,DEM,25365,100.00%,,,,,,,"#  Mark MacNealy withdrew after the primary election.  A special primary election was held on July 13, 2010, to select a new nominee.  The results are below.",
3741,Ohio,OH,3,n/a,,,,,,,,,,,,,,,,
3742,Ohio,OH,3,n/a,,,,,,,,,,,,,,,,
3749,Ohio,OH,4,H6OH04082,(I),Jim,Jordan,"Jordan, Jim",,REP,56093,100.00%,,,146029,71.49%,,,,
3751,Ohio,OH,4,H0OH04069,,Doug,Litt,"Litt, Doug",,DEM,18250,100.00%,,,50533,24.74%,,,,
3753,Ohio,OH,4,H0OH04077,,Donald Charles,Kissick,"Kissick, Donald Charles",,LIB,123,100.00%,,,7708,3.77%,,,,
3757,Ohio,OH,5,H8OH05036,(I),Bob,Latta,"Latta, Bob",,REP,42827,83.03%,,,140703,67.82%,,,,
3758,Ohio,OH,5,H0OH05058,,Robert,Wallis,"Wallis, Robert",,REP,8754,16.97%,,,,,,,,
3760,Ohio,OH,5,H0OH05041,,Caleb,Finkenbiner,"Finkenbiner, Caleb",,DEM,18442,100.00%,,,54919,26.47%,,,,
3762,Ohio,OH,5,H0OH05066,,Brian L.,Smith,"Smith, Brian L.",,LIB,277,100.00%,,,11831,5.70%,,,,
3766,Ohio,OH,6,H0OH06189,,Bill,Johnson,"Johnson, Bill",,REP,14103,42.55%,,,103170,50.19%,,,,
3767,Ohio,OH,6,H0OH06163,,Donald K.,Allen,"Allen, Donald K.",,REP,12406,37.43%,,,,,,,,
3768,Ohio,OH,6,H6OH06137,,Richard D.,Stobbs,"Stobbs, Richard D.",,REP,6637,20.02%,,,,,,,,
3770,Ohio,OH,6,H6OH06095,(I),Charlie,Wilson,"Wilson, Charlie",,DEM,34772,68.93%,,,92823,45.15%,,,,
3771,Ohio,OH,6,H0OH06205,,Jim,Renner,"Renner, Jim",,DEM,15674,31.07%,,,,,,,,
3773,Ohio,OH,6,H0OH06197,,Richard E.,Cadle,"Cadle, Richard E.",,CON,54,100.00%,,,5077,2.47%,,,,
3775,Ohio,OH,6,H0OH06213,,Martin J.,Elsass,"Elsass, Martin J.",,LIB,93,100.00%,,,4505,2.19%,,,,
3779,Ohio,OH,7,H8OH07065,(I),Steve,Austria,"Austria, Steve",,REP,46072,82.85%,,,135721,62.17%,,,,
3780,Ohio,OH,7,H0OH07070,,John,Mitchel,"Mitchel, John",,REP,9535,17.15%,,,,,,,,
3782,Ohio,OH,7,H0OH07112,,Bill,Conner,"Conner, Bill",,DEM,12780,46.39%,,,70400,32.25%,,,,
3783,Ohio,OH,7,H0OH07120,,Olivia,Freeman,"Freeman, Olivia",,DEM,10760,39.06%,,,,,,,,
3784,Ohio,OH,7,H0OH07096,,James John,Barton,"Barton, James John",,DEM,4010,14.56%,,,,,,,,
3786,Ohio,OH,7,H0OH07104,,John D.,Anderson,"Anderson, John D.",,LIB,230,100.00%,,,9381,4.30%,,,,
3788,Ohio,OH,7,H0OH07138,,David W.,Easton,"Easton, David W.",,CON,109,100.00%,,,2811,1.29%,,,,
3792,Ohio,OH,8,H0OH08029,(I),John A.,Boehner,"Boehner, John A.",,REP,50555,84.67%,,,142731,65.64%,,,,
3793,Ohio,OH,8,H0OH08110,,Thomas F.,McMasters,"McMasters, Thomas F.",,REP,6266,10.49%,,,,,,,,
3794,Ohio,OH,8,H0OH08094,,Manfred R.,Schreyer,"Schreyer, Manfred R.",,REP,2890,4.84%,,,,,,,,
3796,Ohio,OH,8,H0OH08102,,Justin A.,Coussoule,"Coussoule, Justin A.",,DEM,18118,100.00%,,,65883,30.30%,,,,
3798,Ohio,OH,8,H0OH08136,,David A.,Harlow,"Harlow, David A.",,LIB,239,100.00%,,,5121,2.36%,,,,
3800,Ohio,OH,8,H0OH08128,,"James J., Jr.",Condit,"Condit, James J., Jr.",,CON,96,100.00%,,,3701,1.70%,,,,
3804,Ohio,OH,9,H2OH09031,(I),Marcy,Kaptur,"Kaptur, Marcy",,DEM,33637,86.49%,,,121819,59.35%,,,,
3805,Ohio,OH,9,H0OH09126,,Dale R.,Terry,"Terry, Dale R.",,DEM,5256,13.51%,,,,,,,,
3807,Ohio,OH,9,H0OH09118,,Jeremy D.,Swartz,"Swartz, Jeremy D. #",,LIB,207,53.08%,,,,,,,#  Jeremy Swartz withdrew after the primary election.,
3808,Ohio,OH,9,H0OH09134,,Joseph Michael,Jaffe,"Jaffe, Joseph Michael",,LIB,183,46.92%,,,,,,,,
3810,Ohio,OH,9,H0OH09092,,Rich,Iott,"Iott, Rich",,REP,20675,71.24%,,,83423,40.65%,,,,
3811,Ohio,OH,9,H0OH09100,,Jack L.,Smith,"Smith, Jack L.",,REP,8348,28.76%,,,,,,,,
3815,Ohio,OH,10,H6OH23033,(I),Dennis J.,Kucinich,"Kucinich, Dennis J.",,DEM,47976,100.00%,,,101343,53.05%,,,,
3817,Ohio,OH,10,H0OH10082,,Peter J.,Corrigan,"Corrigan, Peter J.",,REP,16678,75.97%,,,83809,43.87%,,,,
3818,Ohio,OH,10,H0OH10090,,W. Benjamin,Franklin,"Franklin, W. Benjamin",,REP,5275,24.03%,,,,,,,,
3820,Ohio,OH,10,H0OH10108,,Jeff,Goggins,"Goggins, Jeff",,LIB,292,100.00%,,,5874,3.07%,,,,
3824,Ohio,OH,11,H8OH11141,(I),Marcia L.,Fudge,"Fudge, Marcia L.",,DEM,47773,85.40%,,,139693,82.93%,,,,
3825,Ohio,OH,11,H0OH11064,,Daniel W.,Reilly,"Reilly, Daniel W.",,DEM,5385,9.63%,,,,,,,,
3826,Ohio,OH,11,H8OH11166,,Isaac,Powell,"Powell, Isaac",,DEM,2783,4.97%,,,,,,,,
3828,Ohio,OH,11,H8OH11133,,Thomas,Pekarek,"Pekarek, Thomas",,REP,237,100.00%,,,28754,17.07%,,,,
3832,Ohio,OH,12,H0OH12062,(I),Pat,Tiberi,"Tiberi, Pat",,REP,53632,86.40%,,,150163,55.79%,,,,
3833,Ohio,OH,12,H0OH12088,,Andrew G.,Zukowski,"Zukowski, Andrew G.",,REP,8442,13.60%,,,,,,,,
3835,Ohio,OH,12,H0OH12120,,Paula,Brooks,"Brooks, Paula",,DEM,37802,100.00%,,,110307,40.98%,,,,
3837,Ohio,OH,12,H0OH12153,,Travis M.,Irvine,"Irvine, Travis M.",,LIB,349,60.80%,,,8710,3.24%,,,,
3838,Ohio,OH,12,H0OH12146,,Eddie,Florek,"Florek, Eddie",,LIB,225,39.20%,,,,,,,,
3840,Ohio,OH,12,H2OH12068,,Robert,Fitrakis,"Fitrakis, Robert",,W(GRE),20,100.00%,,,,,,,,
3844,Ohio,OH,13,H6OH13133,(I),Betty,Sutton,"Sutton, Betty",,DEM,37460,79.42%,,,118806,55.73%,,,,
3845,Ohio,OH,13,H0OH13110,,Justin P.,Wooden,"Wooden, Justin P.",,DEM,9706,20.58%,,,,,,,,
3847,Ohio,OH,13,H0OH13136,,Tom,Ganley,"Ganley, Tom",,REP,24757,74.28%,,,94367,44.27%,,,,
3848,Ohio,OH,13,H0OH13169,,Bill,Haney,"Haney, Bill",,REP,2278,6.84%,,,,,,,,
3849,Ohio,OH,13,H0OH13144,,Todd,Sharkey,"Sharkey, Todd",,REP,2221,6.66%,,,,,,,,
3850,Ohio,OH,13,H0OH13102,,Jason,Meade,"Meade, Jason",,REP,1761,5.28%,,,,,,,,
3851,Ohio,OH,13,H0OH13177,,Jim,Hrubik,"Hrubik, Jim",,REP,1704,5.11%,,,,,,,,
3852,Ohio,OH,13,H0OH13151,,James F.,Brihan,"Brihan, James F.",,REP,607,1.82%,,,,,,,,
3856,Ohio,OH,14,H4OH19036,(I),Steven C.,LaTourette,"LaTourette, Steven C.",,REP,39190,100.00%,,,149878,64.92%,,,,
3858,Ohio,OH,14,H8OH14087,,Bill,O'Neill,"O'Neill, Bill",,DEM,19013,62.43%,,,72604,31.45%,,,,
3859,Ohio,OH,14,H8OH14095,,"John H., Jr.",Green,"Green, John H., Jr.",,DEM,5737,18.84%,,,,,,,,
3860,Ohio,OH,14,H6OH14172,,Dale Virgil,Blanchard,"Blanchard, Dale Virgil",,DEM,5704,18.73%,,,,,,,,
3862,Ohio,OH,14,H0OH14076,,John M.,Jelenic,"Jelenic, John M.",,LIB,231,100.00%,,,8383,3.63%,,,,
3866,Ohio,OH,15,H8OH15076,,Steve,Stivers,"Stivers, Steve",,REP,39963,82.29%,,,119471,54.16%,,,,
3867,Ohio,OH,15,H0OH15099,,John,Adams,"Adams, John",,REP,5894,12.14%,,,,,,,,
3868,Ohio,OH,15,H0OH15107,,Ralph A.,Applegate,"Applegate, Ralph A.",,REP,2708,5.58%,,,,,,,,
3870,Ohio,OH,15,H6OH15104,(I),Mary Jo,Kilroy,"Kilroy, Mary Jo",,DEM,36435,100.00%,,,91077,41.29%,,,,
3872,Ohio,OH,15,H0OH15123,,William J.,Kammerer,"Kammerer, William J.",,LIB,629,100.00%,,,6116,2.77%,,,,
3874,Ohio,OH,15,H8OH12081,,David,Ryon,"Ryon, David",,CON,171,52.13%,,,3887,1.76%,,,,
3875,Ohio,OH,15,H0OH15115,,Chris,Macisco,"Macisco, Chris",,CON,157,47.87%,,,,,,,,
3877,Ohio,OH,15,H0OH15040,,Bill,Buckel,"Buckel, Bill",,W,,,,,45,0.02%,,,,
3880,Ohio,OH,16,H0OH16097,,Jim,Renacci,"Renacci, Jim",,REP,30358,49.24%,,,114652,52.08%,,,,
3881,Ohio,OH,16,H6OH16102,,Matt,Miller,"Miller, Matt",,REP,24322,39.45%,,,,,,,,
3882,Ohio,OH,16,H8OH16082,,Paul R.,Schiffer,"Schiffer, Paul R.",,REP,5048,8.19%,,,,,,,,
3883,Ohio,OH,16,H0OH16105,,H. Doyle,Smith,"Smith, H. Doyle",,REP,1919,3.11%,,,,,,,,
3885,Ohio,OH,16,H8OH16058,(I),John A.,Boccieri,"Boccieri, John A.",,DEM,31507,100.00%,,,90833,41.26%,,,,
3887,Ohio,OH,16,H0OH16089,,Jeffrey J.,Blevins,"Blevins, Jeffrey J.",,LIB,116,100.00%,,,14585,6.63%,,,,
3889,Ohio,OH,16,H0OH16113,,Robert L.,Ross,"Ross, Robert L.",,W,,,,,67,0.03%,,,,
3892,Ohio,OH,17,H2OH17109,(I),Timothy J.,Ryan,"Ryan, Timothy J.",,DEM,48750,78.75%,,,102758,53.89%,,,,
3893,Ohio,OH,17,H0OH17178,,Dan,Moadus,"Moadus, Dan",,DEM,7520,12.15%,,,,,,,,
3894,Ohio,OH,17,H0OH17152,,Robert,Crow,"Crow, Robert",,DEM,5638,9.11%,,,,,,,,
3896,Ohio,OH,17,H0OH17145,,Jim,Graham,"Graham, Jim",,REP,12922,71.71%,,,57352,30.08%,,,,
3897,Ohio,OH,17,H0OH17137,,M.E.,Henderson,"Henderson, M.E.",,REP,5097,28.29%,,,,,,,,
3899,Ohio,OH,17,H0OH17186,,Elaine R.,Mastromatteo,"Mastromatteo, Elaine R.",,W(GRE),16,100.00%,,,,,,,,
3901,Ohio,OH,17,H4OH17071,,"James A., Jr.",Traficant,"Traficant, James A., Jr.",,IND,,,,,30556,16.03%,,,,
3904,Ohio,OH,18,H0OH18077,,Bob,Gibbs,"Gibbs, Bob",,REP,11037,20.94%,,,107426,53.86%,,,,
3905,Ohio,OH,18,H8OH18088,,Fred,Dailey,"Dailey, Fred",,REP,10881,20.65%,,,,,,,,
3906,Ohio,OH,18,H8OH18070,,Jeanette,Moll,"Moll, Jeanette",,REP,10013,19.00%,,,,,,,,
3907,Ohio,OH,18,H0OH18101,,Ron,Hood,"Hood, Ron",,REP,8204,15.57%,,,,,,,,
3908,Ohio,OH,18,H0OH18093,,Dave,Daubenmire,"Daubenmire, Dave",,REP,6288,11.93%,,,,,,,,
3909,Ohio,OH,18,H0OH18085,,Hombre,Liggett,"Liggett, Hombre",,REP,4065,7.71%,,,,,,,,
3910,Ohio,OH,18,H0OH18119,,Michael D.,Royer,"Royer, Michael D.",,REP,1318,2.50%,,,,,,,,
3911,Ohio,OH,18,H8OH18112,,Beau,Bromberg,"Bromberg, Beau",,REP,894,1.70%,,,,,,,,
3913,Ohio,OH,18,H6OH18157,(I),Zack,Space,"Space, Zack",,DEM,28743,100.00%,,,80756,40.49%,,,,
3915,Ohio,OH,18,H0OH18127,,Lindsey Dean,Sutton,"Sutton, Lindsey Dean",,W(CON)/CON,31,100.00%,,,11246,5.64%,,,,
3917,Ohio,OH,18,H8OH18104,,Mark ,Pitrone,"Pitrone, Mark ",,W ,,,,,20,0.01%,,,,
3935,Oklahoma,OK,1,H2OK01093,(I),John,Sullivan,"Sullivan, John",,REP,38673,62.07%,,,151173,76.80%,,,,
3936,Oklahoma,OK,1,H0OK01105,,Kenneth,Rice,"Rice, Kenneth",,REP,10394,16.68%,,,,,,,,
3937,Oklahoma,OK,1,H0OK01089,,Nathan,Dahm,"Dahm, Nathan",,REP,8871,14.24%,,,,,,,,
3938,Oklahoma,OK,1,H0OK01121,,Patrick K.,Haworth,"Haworth, Patrick K.",,REP,1737,2.79%,,,,,,,,
3939,Oklahoma,OK,1,H0OK01113,,Craig,Allen,"Allen, Craig",,REP,1421,2.28%,,,,,,,,
3940,Oklahoma,OK,1,H0OK01097,,Fran,Moghaddam,"Moghaddam, Fran",,REP,1213,1.95%,,,,,,,,
3942,Oklahoma,OK,1,H0OK01139,,Angelia,O'Dell,"O'Dell, Angelia",,IND,,,,,45656,23.20%,,,,
3945,Oklahoma,OK,2,H4OK02089,(I),Dan,Boren,"Boren, Dan",,DEM,66439,75.55%,,,108203,56.52%,,,,
3946,Oklahoma,OK,2,H0OK02194,,Jim,Wilson,"Wilson, Jim",,DEM,21496,24.45%,,,,,,,,
3948,Oklahoma,OK,2,H0OK02186,,Charles ,Thompson,"Thompson, Charles ",,REP,8161,33.56%,7492,67.27%,83226,43.48%,,,,
3949,Oklahoma,OK,2,H0OK02160,,Daniel,Edmonds,"Edmonds, Daniel",,REP,6886,28.32%,3645,32.73%,,,,,,
3950,Oklahoma,OK,2,H0OK02145,,Daniel,Arnett,"Arnett, Daniel",,REP,3863,15.89%,,,,,,,,
3951,Oklahoma,OK,2,H0OK02152,,Howard,Houchen,"Houchen, Howard",,REP,2785,11.45%,,,,,,,,
3952,Oklahoma,OK,2,H0OK02202,,Chester Clem,Falling,"Falling, Chester Clem",,REP,1527,6.28%,,,,,,,,
3953,Oklahoma,OK,2,H4OK02139,,Raymond,Wickson,"Wickson, Raymond",,REP,1095,4.50%,,,,,,,,
3957,Oklahoma,OK,3,H4OK06056,(I),Frank D.,Lucas,"Lucas, Frank D.",,REP,Unopposed,,,,161927,77.99%,,,,
3958,Oklahoma,OK,3,H8OK03047,,Frankie,Robbins,"Robbins, Frankie",,DEM,Unopposed,,,,45689,22.01%,,,,
3961,Oklahoma,OK,4,H2OK04055,(I),Tom,Cole,"Cole, Tom",,REP,32589,77.26%,,,Unopposed,,,,,
3962,Oklahoma,OK,4,H0OK04133,,R. J.,Harris,"Harris, R. J.",,REP,9593,22.74%,,,,,,,,
3966,Oklahoma,OK,5,H0OK05114,,James,Lankford,"Lankford, James",,REP,18760,33.58%,29817,65.22%,123236,62.52%,,,,
3967,Oklahoma,OK,5,H6OK05228,,Kevin,Calvey,"Calvey, Kevin",,REP,18147,32.48%,15902,34.78%,,,,,,
3968,Oklahoma,OK,5,H0OK05098,,Mike,Thompson,"Thompson, Mike",,REP,10008,17.91%,,,,,,,,
3969,Oklahoma,OK,5,H0OK05130,,Shane,Jett,"Jett, Shane",,REP,5956,10.66%,,,,,,,,
3970,Oklahoma,OK,5,H6OK05236,,Johnny B.,Roy,"Roy, Johnny B.",,REP,1548,2.77%,,,,,,,,
3971,Oklahoma,OK,5,H0OK05106,,Rick,Flanigan,"Flanigan, Rick",,REP,762,1.36%,,,,,,,,
3972,Oklahoma,OK,5,H0OK05171,,Harry,Johnson,"Johnson, Harry",,REP,686,1.23%,,,,,,,,
3974,Oklahoma,OK,5,H0OK05148,,Billy,Coyle,"Coyle, Billy",,DEM,21143,56.83%,,,68074,34.54%,,,,
3975,Oklahoma,OK,5,H0OK05155,,Tom,Guild,"Guild, Tom",,DEM,16063,43.17%,,,,,,,,
3977,Oklahoma,OK,5,H0OK05163,,Dave,White,"White, Dave",,IND,,,,,2728,1.38%,,,,
3978,Oklahoma,OK,5,H0OK05189,,Clark,Duffe,"Duffe, Clark",,IND,,,,,3067,1.56%,,,,
3994,Oregon,OR,1,H8OR01072,(I),David,Wu,"Wu, David",,DEM,61439,80.92%,,,160357,54.75%,,,,
3995,Oregon,OR,1,H0OR01129,,David,Robinson,"Robinson, David",,DEM,14102,18.57%,,,,,,,,
3996,Oregon,OR,1,n/a,,,Scattered,Scattered,,W(DEM),383,0.50%,,,,,,,,
3998,Oregon,OR,1,H0OR01095,,Rob,Cornilles,"Cornilles, Rob",,REP,21441,41.07%,,,122858,41.94%,,,,
3999,Oregon,OR,1,H0OR00014,,Douglas Fitzgerald,Keller,"Keller, Douglas Fitzgerald",,REP,14785,28.32%,,,,,,,,
4000,Oregon,OR,1,H0OR01111,,John,Kuzmanich,"Kuzmanich, John",,REP,14464,27.71%,,,,,,,,
4001,Oregon,OR,1,H0OR01103,,Stephan Andrew,Brodhead,"Brodhead, Stephan Andrew",,REP,1213,2.32%,,,,,,,,
4002,Oregon,OR,1,n/a,,,Scattered,Scattered,,W(REP),299,0.57%,,,,,,,,
4004,Oregon,OR,1,H0OR01137,,Don,LaMunyon,"LaMunyon, Don",,CON,*,,,,3855,1.32%,,,"* The Pacific Green Party nominated by convention on June 5, 2010, the Libertarian Party nominated by convention on June 12, 2010, and the Constitution Party nominated by convention on June 26, 2010.  The Independent Party conducted its own primary election on July 30, 2010.  Convention nominees are noted with an asterisk.",
4005,Oregon,OR,1,H8OR01205,,Chris ,Henry,"Henry, Chris ",,PG/PRO,*,,,,2955,1.01%,,,"* The Pacific Green Party nominated by convention on June 5, 2010, the Libertarian Party nominated by convention on June 12, 2010, and the Constitution Party nominated by convention on June 26, 2010.  The Independent Party conducted its own primary election on July 30, 2010.  Convention nominees are noted with an asterisk.",
4006,Oregon,OR,1,H8OR01197,,H. Joe,Tabor,"Tabor, H. Joe",,LIB,*,,,,2492,0.85%,,,"* The Pacific Green Party nominated by convention on June 5, 2010, the Libertarian Party nominated by convention on June 12, 2010, and the Constitution Party nominated by convention on June 26, 2010.  The Independent Party conducted its own primary election on July 30, 2010.  Convention nominees are noted with an asterisk.",
4007,Oregon,OR,1,n/a,,,,Scattered,,W,,,,,392,0.13%,,,,
4010,Oregon,OR,2,H6OR02116,(I),Greg,Walden,"Walden, Greg",,REP,74970,98.92%,,,206245,73.91%,,,,
4011,Oregon,OR,2,n/a,,,Scattered,Scattered,,W(REP),818,1.08%,,,,,,,,
4013,Oregon,OR,2,H0OR02093,,Joyce B.,Segers,"Segers, Joyce B.",,DEM,37609,97.48%,,,72173,25.87%,,,,
4014,Oregon,OR,2,n/a,,,Scattered,Scattered,,W(DEM),971,2.52%,,,,,,,,
4016,Oregon,OR,2,n/a,,,,Scattered,,W,,,,,619,0.22%,,,,
4019,Oregon,OR,3,H6OR03064,(I),Earl,Blumenauer,"Blumenauer, Earl",,DEM,73962,91.23%,,,193104,70.02%,,,,
4020,Oregon,OR,3,H0OR03091,,John,Sweeney,"Sweeney, John",,DEM,6774,8.36%,,,,,,,,
